--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, -9.875484674276349
1, 7, 102, 7, -27.585572258502296
10, 91, 322, 91, 4.617117487257263
5, 59, 222, 59, 4.607814164393452
10, 24, 121, 24, -2.0421262801367455
5, 77, 307, 77, 21.618558561670376
2, 91, 322, 91, 4.515053026032355
5, 82, 315, 82, 4.459639654097461
6, 83, 315, 83, 2.6719568583052236
1, 49, 215, 49, 2.6197391779022405
6, 11, 107, 11, -0.034832552710548643
7, 16, 115, 16, 1.4911755602521182
3, 27, 122, 27, 6.205185461150582
9, 6, 102, 6, 1.4193932125617226
1, 11, 107, 11, 0.18386695460464333
8, 73, 302, 73, -16.672469978456686
10, 97, 323, 97, -16.629555479857167
7, 52, 215, 52, 6.772068772626851
2, 54, 215, 54, 74.63500921335398
5, 25, 122, 25, -1.1139160597436277
2, 22, 116, 22, 23.14515875090811
1, 29, 122, 29, -4.314922328215429
2, 58, 222, 58, 1.1040239626040917
2, 56, 218, 56, 76.53345118118881
3, 58, 222, 58, 1.0887356510336759
4, 53, 215, 53, 5.547161559761762
6, 90, 321, 90, 43.521840992545336
3, 72, 302, 72, 0.6588798424157668
6, 85, 315, 85, 4.40441958892698
2, 8, 102, 8, 23.67026969979506
6, 28, 122, 28, 1.1585048540236238
3, 25, 122, 25, -2.316859845881843
4, 91, 322, 91, 4.497800644342984
9, 71, 302, 71, -2.3317500767619586
6, 25, 122, 25, -2.285901431312996
8, 37, 201, 37, -24.22681630211221
9, 33, 123, 33, 41.79377561340456
4, 23, 118, 23, 30.22692072051976
6, 87, 315, 87, 70.45103677315359
2, 87, 315, 87, 70.4322020910892
5, 4, 101, 4, -27.36487129408803
10, 84, 315, 84, 3.8664341148085066
5, 57, 221, 57, 83.5327170379652
1, 92, 322, 92, 0.6175379395007031
4, 88, 316, 88, 65.01045339921056
5, 66, 223, 66, 33.65356544829359
7, 22, 116, 22, 21.011616259358664
1, 18, 115, 18, 3.553093150044148
6, 53, 215, 53, 5.636501709187162
6, 88, 316, 88, 67.45167659533998
1, 54, 215, 54, 74.60077616021962
10, 65, 223, 65, -1.5434709523550647
4, 22, 116, 22, 95.44698014136243
3, 73, 302, 73, -17.83363489765644
2, 80, 313, 80, 32.62404421933253
7, 3, 101, 3, -29.349809706434
9, 8, 102, 8, -10.141930352882994
8, 93, 322, 93, 2.513900460492761
3, 95, 322, 95, 1.9633624126882434
9, 9, 107, 9, 26.608298214096482
9, 67, 301, 67, 0.4463220071789524
2, 45, 213, 45, 28.097026336096206
10, 78, 313, 78, -20.186577251392663
2, 53, 215, 53, 5.742864962779342
3, 14, 113, 14, -0.5719174242545912
4, 90, 321, 90, 42.86010215089366
8, 41, 202, 41, -40.79337312836993
9, 83, 315, 83, 2.807950229321524
7, 40, 202, 40, -40.32071101738853
10, 14, 113, 14, -8.727879962254432
2, 78, 313, 78, -17.97359447049136
8, 62, 222, 62, 2.5038379090996745
7, 77, 307, 77, 21.630870991481988
3, 78, 313, 78, -17.757841144412946
7, 69, 301, 69, -32.647331729207764
4, 6, 102, 6, 1.457605023466168
10, 30, 122, 30, 1.465979695761965
7, 27, 122, 27, 6.20234261714724
2, 34, 201, 34, 1.9065373197085937
8, 80, 313, 80, 50.09009954083752
9, 34, 201, 34, 1.895649961625856
10, 63, 222, 63, 2.442736516010557
8, 7, 102, 7, -28.31387664801789
10, 40, 202, 40, -40.33743166113705
7, 30, 122, 30, 1.2621220535229996
3, 71, 302, 71, -2.3372426194121254
9, 85, 315, 85, 4.484084539124101
4, 15, 114, 15, 1.608170884632174
4, 17, 115, 17, 7.22772220323845
5, 5, 102, 5, -2.5502257233061534
8, 6, 102, 6, 1.4321267105211344
3, 42, 207, 42, 2.57758851099087
4, 4, 101, 4, -27.186653381215024
9, 37, 201, 37, -24.233049433369835
1, 14, 113, 14, -7.689308297097146
5, 28, 122, 28, 1.7194809996734264
2, 57, 221, 57, 83.5315050586
7, 61, 222, 61, 0.5406081810161527
10, 90, 321, 90, 47.845040061087985
8, 17, 115, 17, 4.757078410518221
8, 28, 122, 28, 1.16292988179127
4, 84, 315, 84, 2.9581036813333754
4, 54, 215, 54, 74.57750964841881
3, 59, 222, 59, 4.6014292161293255
3, 46, 213, 46, -28.864694094937352
6, 69, 301, 69, -32.59638080339168
10, 9, 107, 9, 27.281636530134232
1, 80, 313, 80, 32.65094556209973
9, 78, 313, 78, -18.019723521346158
3, 60, 222, 60, 4.24756278638051
4, 73, 302, 73, -17.840339594822254
4, 79, 313, 79, 12.336076631919202
1, 23, 118, 23, 103.7656779903667
7, 5, 102, 5, -2.5214411821236595
10, 68, 301, 68, -1.0837884218147837
1, 44, 207, 44, 21.14704216181453
10, 34, 201, 34, 2.078675066329477
9, 22, 116, 22, 24.05064222759257
10, 54, 215, 54, 74.6890522704076
7, 81, 314, 81, -3.776039259331057
4, 27, 122, 27, 5.17659575152823
7, 54, 215, 54, 74.89567541831813
10, 20, 115, 20, 1.5982010145177457
6, 23, 118, 23, 103.77374978447655
6, 68, 301, 68, -1.3424132039752763
3, 56, 218, 56, 76.26667448531045
2, 40, 202, 40, -40.33243474584714
1, 50, 215, 50, 3.6993704905589944
7, 95, 322, 95, 1.9462072669822248
1, 25, 122, 25, -2.2867531482596792
4, 34, 201, 34, 1.863971792112293
4, 21, 115, 21, 76.60575399183294
9, 7, 102, 7, -28.32649614642498
3, 80, 313, 80, 32.83601518440771
6, 80, 313, 80, 32.6429459614855
7, 78, 313, 78, -17.466314991861662
7, 58, 222, 58, 1.0821040761108813
9, 84, 315, 84, 3.046845236492742
3, 50, 215, 50, 4.180632194422499
7, 80, 313, 80, 33.12199588188733
5, 65, 223, 65, 2.4327946822819433
2, 71, 302, 71, -2.3360911932513764
2, 97, 323, 97, -25.855448742020872
3, 10, 107, 10, 9.673525987251493
5, 58, 222, 58, 1.1042159530184006
3, 98, 323, 98, 14.188738498307345
1, 27, 122, 27, 6.217796265469784
5, 90, 321, 90, 43.61212034263957
1, 12, 113, 12, -4.597648771648481
4, 20, 115, 20, 4.7245070918256005
1, 62, 222, 62, 2.500022159955714
9, 58, 222, 58, 1.103770668634232
5, 45, 213, 45, 27.91114024995666
7, 1, 101, 1, 1.2320917710533699
1, 30, 122, 30, 1.2933224854664673
8, 76, 307, 76, -8.516327724883837
1, 35, 201, 35, 0.014609259836844146
7, 99, 323, 99, 30.059757813689245
1, 48, 214, 48, -16.321849191877593
8, 90, 321, 90, 44.49880757091915
8, 96, 322, 96, 3.706158963667753
1, 37, 201, 37, -24.223572743080403
3, 32, 123, 32, -6.713408356937547
10, 71, 302, 71, -2.329433606028054
3, 79, 313, 79, 12.168445629765035
5, 67, 301, 67, 0.4178831360896695
6, 74, 302, 74, -35.7632289358838
4, 59, 222, 59, 4.605217622853338
10, 4, 101, 4, -26.83917587463063
8, 40, 202, 40, -40.35251065362696
4, 99, 323, 99, 29.58597706791662
3, 99, 323, 99, 28.656496266316456
9, 79, 313, 79, 11.907513353735673
7, 86, 315, 86, 4.974001570092882
