--contingency generator
conID,genID,busID,unitID,q(MW) 
1, '1 ', 8, '1 ', 7.200751368951721
1, '1 ', 1, '1 ', 0.43001940786918263
1, '1 ', 3, '1 ', 28.783170219197533
1, '1 ', 2, '1 ', 19.270610701719733
1, '1 ', 6, '1 ', -6.8382350461727075
--end of contingency generator
--bus
contingency id,bus id,v(pu),theta(deg) 
0, 4, 1.0703538122209755, 38.452635587550816
1, 11, 1.0838363983549442, 45.59888557886281
0, 7, 1.089424424517928, 38.56720815639681
1, 10, 1.0765730326073821, 44.01554642690698
1, 14, 1.0542760291205162, 43.36454198721112
0, 12, 1.0854458259824764, 40.38280411846162
1, 4, 1.0701585039250168, 44.54858721078971
0, 13, 1.0792381335683956, 40.07287361424305
1, 12, 1.057155084176733, 45.488490096442
0, 14, 1.0577286615400787, 37.47238554786519
1, 8, 1.0999447470766017, 46.413306638604126
0, 6, 1.099994279617941, 41.31907311896309
1, 5, 1.0727160337127732, 45.65149989109982
1, 6, 1.0999942158322014, 47.48534404795415
0, 5, 1.072801511339622, 39.54600783592743
1, 7, 1.0889458641599754, 44.62104767701104
0, 3, 1.0617905562082077, 35.15406611408466
0, 8, 1.0999447452406539, 40.358203487711634
1, 1, 1.0999724805291264, 48.426868306693194
1, 13, 1.072473944229412, 45.81320900393984
1, 9, 1.0798321969646898, 43.519635167087266
0, 11, 1.0843068855730857, 39.488577625006364
0, 9, 1.0807480428095204, 37.489977168913605
1, 3, 1.0617905566007724, 41.255067282041104
1, 2, 1.091015631954115, 46.84549091186305
0, 1, 1.0999724788562182, 42.32453161154379
0, 2, 1.0910156300220657, 40.74406974583445
0, 10, 1.0773826513680285, 37.961313731544884
--end of bus
--Delta
contingency id,Delta(MW) 
1, 0.0018832403993908975 
--end of Delta
--line flow
contingency id,line id,origin bus id,destination bus id,circuit id,p_origin(MW),q_origin(MVar),p_destination(MW),q_destination(MVar) 
1, 'BL', 1, 2, 'BL', 55.70282240592235, -4.01535192818551, -55.20572797847569, -0.8036174833157474 
1, 'BL', 2, 5, 'BL', 16.106136599996546, 4.293881126174256, -15.962713293020897, -7.9059706313339575 
1, 'BL', 4, 9, 'BL', 3.8504757442036297, 4.911907367699484, -3.8504757442036297, -4.734280936418486 
1, 'BL', 4, 7, 'BL', -0.7206067858988087, 2.7662447834034083, 0.7206067858988087, -2.751973182119059 
1, 'BL', 6, 13, 'BL', 30.54505837046628, 8.113105073094403, -29.999001836584398, -7.037749295788444 
1, 'BL', 7, 8, 'BL', -21.26678363931929, -6.466777185493356, 21.26678363931929, 7.200751369882028 
1, 'BL', 4, 5, 'BL', -49.408025597328106, 9.669173773002058, 49.7034880847159, -8.737194346492743 
0, 'BL', 12, 13, 'BL', 3.108413835937199, -0.05596124227832888, -3.0902905420364277, 0.07235850818852896 
0, 'BL', 1, 5, 'BL', 27.434034689056205, 4.399805804570121, -27.073651995202482, -8.719790937897642 
0, 'BL', 10, 11, 'BL', -15.03407904007139, 2.7544193674235657, 15.19921084410521, -2.3678640279869114 
0, 'BL', 13, 14, 'BL', 14.7630526662183, -0.24282093624839263, -14.443123715693517, 0.8942084829729424 
0, 'BL', 1, 2, 'BL', 55.67330025250999, -4.006576162599913, -55.176734779504955, -0.8140082040265497 
1, 'BL', 5, 6, 'BL', -16.07644039027074, 23.54396834128022, 16.07644039027074, -21.997770165575105 
0, 'BL', 2, 3, 'BL', 58.20370823113771, 2.4667606073160186, -56.856197341599255, -1.8654591207433668 
0, 'BL', 4, 5, 'BL', -48.93040686604934, 9.787168177600961, 49.220555980157314, -8.87194876223839 
1, 'BL', 9, 14, 'BL', 4.863773085937424, 7.9215184963181855, -4.769580913504939, -7.721159125833594 
0, 'BL', 2, 5, 'BL', 16.134763406905734, 4.231880631466879, -15.991273593667586, -7.844084343293389 
1, 'BL', 9, 10, 'BL', -9.039193152170128, 7.619245079021994, 9.077320248477804, -7.51796436107179 
1, 'BL', 3, 4, 'BL', -34.48145746155856, 8.690728070623209, 35.24081053540718, -8.207115530249553 
0, 'BL', 7, 9, 'BL', 20.12102124889188, 8.781340004247568, -20.12102124889188, -8.334599182745023 
0, 'BL', 6, 13, 'BL', 22.919044298855226, 6.103853406417443, -22.61150394544194, -5.498210445886116 
0, 'BL', 2, 4, 'BL', 27.844192249464356, 2.114325099167104, -27.45734022789594, -4.911674193624435 
1, 'BL', 1, 5, 'BL', 27.413928737710464, 4.4453713425806995, -27.053737386771246, -8.765695214624827 
1, 'BL', 10, 11, 'BL', -15.582331632713249, 2.8173395402951087, 15.759843096063577, -2.4018047838575285 
0, 'BL', 4, 9, 'BL', 3.606133668533807, 4.766656254513805, -3.606133668533807, -4.6038080349663915 
1, 'BL', 6, 11, 'BL', 19.668880294781246, -0.13164684086854095, -19.36519057424377, 0.767611100869658 
