--contingency generator
conID,genID,busID,unitID,q(MW) 
1, '1 ', 8, '1 ', 8.195333473591335
1, '1 ', 1, '1 ', -2.2536688625584618
1, '1 ', 3, '1 ', 19.72822426040326
1, '1 ', 2, '1 ', 9.639602033739806
1, '1 ', 6, '1 ', 5.094678709458224
--end of contingency generator
--bus
contingency id,bus id,v(pu),theta(deg) 
0, 4, 1.0562500874009533, 23.197297918477645
1, 11, 1.076279419112579, 39.59135084219569
0, 7, 1.088732040928897, 27.133758291174356
1, 10, 1.0627006094287033, 37.61003870184824
1, 14, 1.052053956915941, 37.6215412968129
0, 12, 1.0841124994622215, 23.540815624649674
1, 4, 1.0560404718157497, 40.31999887526388
0, 13, 1.0762011746067335, 23.219351491522186
1, 12, 1.0522658366863689, 39.40796100893327
0, 14, 1.0565494242010196, 20.795239264119733
1, 8, 1.0999993034601434, 47.5140554848217
0, 6, 1.0999999561746934, 24.64915658757073
1, 5, 1.0553448657852522, 40.69039842638732
1, 6, 1.0999999526549094, 41.81372598136648
0, 5, 1.0554517612984964, 23.561950315614975
1, 7, 1.0886326056133686, 44.258360742453654
0, 3, 1.0541138264286958, 22.46830799790017
0, 8, 1.0999993030749053, 30.388528558704262
1, 1, 1.0666414933442763, 41.725310170475964
1, 13, 1.0685300648278653, 39.8732405721361
1, 9, 1.0643214763004256, 37.03408905068013
0, 11, 1.0773105982978104, 22.500702302147932
0, 9, 1.0664552455498653, 20.055445068097352
1, 3, 1.0541138256139482, 39.59696935009829
1, 2, 1.0612586006143676, 40.864182824281166
0, 1, 1.0666414943232798, 24.598190985098274
0, 2, 1.061258602159265, 23.737481383379944
0, 10, 1.064547403994443, 20.596981831675425
--end of bus
--Delta
contingency id,Delta(MW) 
1, 0.0024751968843818367 
--end of Delta
--line flow
contingency id,line id,origin bus id,destination bus id,circuit id,p_origin(MW),q_origin(MVar),p_destination(MW),q_destination(MVar) 
1, 'BL', 1, 2, 'BL', 28.90054561934369, -2.549749847205476, -28.758235431106982, -2.992700023440648 
1, 'BL', 2, 5, 'BL', 2.832919847574942, 0.7360516785773825, -2.825217780990016, -4.587774797110001 
1, 'BL', 4, 9, 'BL', 11.953887346051637, 5.340252006427647, -11.953887346051637, -4.537562912687349 
1, 'BL', 4, 7, 'BL', -38.60809846861674, -3.235377904741881, 38.60809846861674, 5.927583134927659 
1, 'BL', 6, 13, 'BL', 35.22542336818515, 9.20341908547914, -34.50076187843308, -7.776334395078607 
1, 'BL', 7, 8, 'BL', -38.60809846044657, -5.927583134923452, 38.60809846044657, 8.195333474925178 
1, 'BL', 4, 5, 'BL', -15.028377005306538, 6.564152982580254, 15.060571076212796, -6.462602995624366 
0, 'BL', 12, 13, 'BL', 3.613489557502419, 0.3062880603906706, -3.5887695246324256, -0.2839223163654765 
0, 'BL', 1, 5, 'BL', 9.865637507753618, 0.24511259545209896, -9.81501544920063, -5.575328984824523 
0, 'BL', 10, 11, 'BL', -19.211009582364568, 1.4622785128113946, 19.47976540692548, -0.8331507709050356 
0, 'BL', 13, 14, 'BL', 13.653752044289433, -0.3366438960507594, -13.378456410690319, 0.8971563070094248 
0, 'BL', 1, 2, 'BL', 28.88788772309806, -2.545814591712542, -28.745701524388664, -2.9970138514281643 
1, 'BL', 5, 6, 'BL', -9.68929336072411, 14.627527148894558, 9.68929336072411, -14.022447017251693 
0, 'BL', 2, 3, 'BL', 12.74041824747384, -1.5218531144985263, -12.672323822892054, -3.0912258948242197 
0, 'BL', 4, 5, 'BL', -14.717905582167077, 6.722038631602118, 14.749232785005916, -6.623223012760263 
1, 'BL', 9, 14, 'BL', -1.6097945998900514, 5.607533243362013, 1.647986467370572, -5.526294024344111 
0, 'BL', 2, 5, 'BL', 2.8315536987006453, 0.671317661012381, -2.824029168765321, -4.523973188938498 
