--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, 12.623691174459328
1, 7, 102, 7, -21.666593800005867
10, 91, 322, 91, -2.889123263593465
5, 59, 222, 59, 8.680828255860066
10, 24, 121, 24, 100.5426079821749
5, 77, 307, 77, 5.305996493253373
2, 91, 322, 91, -3.036977006942763
5, 82, 315, 82, 4.686905306633555
6, 83, 315, 83, 1.2811921166558573
1, 49, 215, 49, 3.0307626189262966
6, 11, 107, 11, 5.474946251270723
7, 16, 115, 16, 2.4540698454570173
3, 27, 122, 27, 3.926902199399908
9, 6, 102, 6, 7.184932984888127
1, 11, 107, 11, 5.673822761090395
8, 73, 302, 73, -27.614836846721218
10, 97, 323, 97, -4.7169582023346575
7, 52, 215, 52, 1.7161987504011773
2, 54, 215, 54, 57.22426110837299
5, 25, 122, 25, 8.95587867536009
2, 22, 116, 22, -42.20431830098803
1, 29, 122, 29, 6.8481007282680535
2, 58, 222, 58, 5.864395082898199
2, 56, 218, 56, 67.13980531698782
3, 58, 222, 58, 5.854749767179778
4, 53, 215, 53, 2.4468848980148143
6, 90, 321, 90, 34.366406233489634
3, 72, 302, 72, 1.2515738359396977
6, 85, 315, 85, 3.563430621308913
2, 8, 102, 8, 30.822405127240728
6, 28, 122, 28, 6.7904148134396936
3, 25, 122, 25, 6.267152258244266
4, 91, 322, 91, -3.069620911114943
9, 71, 302, 71, 2.765391603193689
6, 25, 122, 25, 6.29287860992297
8, 37, 201, 37, -1.3071085171921712
9, 33, 123, 33, -27.753789195606593
4, 23, 118, 23, -47.841581887768534
6, 87, 315, 87, 71.60230108834817
2, 87, 315, 87, 71.59846913955718
5, 4, 101, 4, -29.08554521044486
10, 84, 315, 84, 3.4453317763795623
5, 57, 221, 57, 37.54841502768262
1, 92, 322, 92, 1.1825850473893462
4, 88, 316, 88, 32.31081076474859
5, 66, 223, 66, -17.250988309312675
7, 22, 116, 22, -44.76046298850426
1, 18, 115, 18, 3.666337383203689
6, 53, 215, 53, 2.4484681036157085
6, 88, 316, 88, 35.31222287904367
1, 54, 215, 54, 56.68219051019718
10, 65, 223, 65, -48.03583516204602
4, 22, 116, 22, 65.04751234876416
3, 73, 302, 73, -27.845076615379938
2, 80, 313, 80, 33.6577340677335
7, 3, 101, 3, -38.838721721384985
9, 8, 102, 8, -5.226888198351108
8, 93, 322, 93, 1.598701981051774
3, 95, 322, 95, 3.681651666442184
9, 9, 107, 9, -6.549274034725098
9, 67, 301, 67, 1.8844333140543417
2, 45, 213, 45, 26.96137390310124
10, 78, 313, 78, 2.9279594832594635
2, 53, 215, 53, 2.44992958124163
3, 14, 113, 14, 30.888856847796944
4, 90, 321, 90, 33.41253881916072
8, 41, 202, 41, -40.73868411874367
9, 83, 315, 83, 1.3917783786500666
7, 40, 202, 40, -2.7520494136762097
10, 14, 113, 14, 25.354355042007253
2, 78, 313, 78, 4.323990536000989
8, 62, 222, 62, -1.1857592031293123
7, 77, 307, 77, 5.325144459341777
3, 78, 313, 78, 4.446056792396704
7, 69, 301, 69, -17.639392345585524
4, 6, 102, 6, 7.200365416719552
10, 30, 122, 30, 3.612426691646945
7, 27, 122, 27, 3.9186634133075797
2, 34, 201, 34, 4.842859003783466
8, 80, 313, 80, 39.747163917586256
9, 34, 201, 34, 4.817380218180161
10, 63, 222, 63, 3.2286839938107703
8, 7, 102, 7, -16.86634800606717
10, 40, 202, 40, -2.777749491745741
7, 30, 122, 30, 3.42904297219942
3, 71, 302, 71, 2.7577904527656782
9, 85, 315, 85, 3.6455767881700627
4, 15, 114, 15, 23.387007140679746
4, 17, 115, 17, 6.002269552041288
5, 5, 102, 5, 3.42042183797586
8, 6, 102, 6, 7.187055443178089
3, 42, 207, 42, -12.649603836973414
4, 4, 101, 4, -28.851944467535358
9, 37, 201, 37, -1.3081056480721642
1, 14, 113, 14, 26.734412335960265
5, 28, 122, 28, 8.473992110679442
2, 57, 221, 57, 37.53018626790462
7, 61, 222, 61, 0.10550285317042107
10, 90, 321, 90, 38.78390751011729
8, 17, 115, 17, 2.9504433356430515
8, 28, 122, 28, 6.79722479001639
4, 84, 315, 84, 2.91127377543816
4, 54, 215, 54, 56.69012560515962
3, 59, 222, 59, 8.673638351311137
3, 46, 213, 46, -4.90075101894934
6, 69, 301, 69, -17.63348270746613
10, 9, 107, 9, -6.524864573380246
1, 80, 313, 80, 33.678098183717296
9, 78, 313, 78, 4.295256235845529
3, 60, 222, 60, 6.774646720213561
4, 73, 302, 73, -27.859101394650878
4, 79, 313, 79, 47.30206270144597
1, 23, 118, 23, 62.47587953537203
7, 5, 102, 5, 3.4243120302913144
10, 68, 301, 68, 1.2825584442804026
1, 44, 207, 44, -2.6532900190403725
10, 34, 201, 34, 4.927771871294098
9, 22, 116, 22, -41.31522333958712
10, 54, 215, 54, 57.1710733581248
7, 81, 314, 81, -18.080793777839
4, 27, 122, 27, 2.1606909537431553
7, 54, 215, 54, 63.67395278768782
10, 20, 115, 20, 2.3965792504640944
6, 23, 118, 23, 62.51593752020971
6, 68, 301, 68, 1.2011945418086045
3, 56, 218, 56, 66.78096856735249
2, 40, 202, 40, -2.805616794896044
1, 50, 215, 50, 4.157472458290573
7, 95, 322, 95, 3.6692594511019303
1, 25, 122, 25, 6.291026067024881
4, 34, 201, 34, 4.791553746962337
4, 21, 115, 21, 97.47546297670192
9, 7, 102, 7, -16.892382575465692
3, 80, 313, 80, 33.77916485081313
6, 80, 313, 80, 33.67270703256604
7, 78, 313, 78, 4.712674767737139
7, 58, 222, 58, 5.863670909634951
9, 84, 315, 84, 3.034878389671448
3, 50, 215, 50, 4.180220698391838
7, 80, 313, 80, 34.04474468662159
5, 65, 223, 65, -44.22930148527053
2, 71, 302, 71, 2.7579199788844377
2, 97, 323, 97, -21.83860982552065
3, 10, 107, 10, 20.76709504812999
5, 58, 222, 58, 5.8646969100549375
3, 98, 323, 98, -17.43176448526092
1, 27, 122, 27, 3.937878223118092
5, 90, 321, 90, 34.52423263245516
1, 12, 113, 12, 17.029832913472884
