--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, 17.909966695524012
1, 7, 102, 7, -0.14283991732495735
10, 91, 322, 91, 6.7163893282953335
5, 59, 222, 59, 7.1447636003625945
10, 24, 121, 24, 147.5019168467113
5, 77, 307, 77, -2.0165183181419195
2, 91, 322, 91, 6.538124991096119
5, 82, 315, 82, 3.2840765706643555
6, 83, 315, 83, 2.4444341483874528
1, 49, 215, 49, 3.809780603872413
6, 11, 107, 11, 8.152898058442338
7, 16, 115, 16, 3.893619914426319
3, 27, 122, 27, 4.037710138727241
9, 6, 102, 6, 4.6576215777676255
1, 11, 107, 11, 8.230924349681466
8, 73, 302, 73, -38.04792905083702
10, 97, 323, 97, 12.321439542248472
7, 52, 215, 52, 1.909632534473269
2, 54, 215, 54, -44.30009622817144
5, 25, 122, 25, 7.668178803210919
2, 22, 116, 22, -56.95207217366785
1, 29, 122, 29, 5.944336656553979
2, 58, 222, 58, 3.919843242432973
2, 56, 218, 56, 50.360643072795405
3, 58, 222, 58, 3.924682376278432
4, 53, 215, 53, 3.6154666450159527
6, 90, 321, 90, 47.85467265444953
3, 72, 302, 72, 1.7017821141736786
6, 85, 315, 85, 5.131791073903085
2, 8, 102, 8, 38.66639298787458
6, 28, 122, 28, 3.661695401653447
3, 25, 122, 25, 5.679075935309736
4, 91, 322, 91, 6.519550906788279
9, 71, 302, 71, -4.114952073133282
6, 25, 122, 25, 5.688245200428063
8, 37, 201, 37, -0.8848056828877015
9, 33, 123, 33, -20.385014741755697
4, 23, 118, 23, -75.17866987047823
6, 87, 315, 87, 98.23054419386848
2, 87, 315, 87, 98.22060771118454
5, 4, 101, 4, -3.64652964527827
10, 84, 315, 84, 4.577746801135538
5, 57, 221, 57, -21.891887879016405
1, 92, 322, 92, 3.212749170388127
4, 88, 316, 88, 50.642869683386806
5, 66, 223, 66, 23.249668093011188
7, 22, 116, 22, -58.059011866192286
1, 18, 115, 18, 3.739805731089605
6, 53, 215, 53, 3.632140197671533
6, 88, 316, 88, 52.38951706718151
1, 54, 215, 54, -44.93982647212537
10, 65, 223, 65, 2.820770156810554
4, 22, 116, 22, 44.38708447740258
3, 73, 302, 73, -38.04912058652968
2, 80, 313, 80, 6.269376180988417
7, 3, 101, 3, 12.66761359809405
9, 8, 102, 8, 7.550805435844146
8, 93, 322, 93, 3.2273094552536143
3, 95, 322, 95, 0.05082256551625313
9, 9, 107, 9, 5.706733887180455
9, 67, 301, 67, 0.2491613586721763
2, 45, 213, 45, -2.246552397301796
10, 78, 313, 78, 3.3258192285821377
2, 53, 215, 53, 3.6388845862887433
3, 14, 113, 14, 8.9031235174123
4, 90, 321, 90, 47.417880003056815
8, 41, 202, 41, -16.741978232077997
9, 83, 315, 83, 2.6590885406676033
7, 40, 202, 40, -12.938296211874487
10, 14, 113, 14, 14.806999430402907
2, 78, 313, 78, 5.6936783500048165
8, 62, 222, 62, 2.6031624221680434
7, 77, 307, 77, -1.9781329481838428
3, 78, 313, 78, 5.855298126512625
7, 69, 301, 69, -23.08026705163181
4, 6, 102, 6, 4.660871477728068
10, 30, 122, 30, 4.866445899502421
7, 27, 122, 27, 4.030264670318508
2, 34, 201, 34, 2.594201740660969
8, 80, 313, 80, 20.319636483126487
9, 34, 201, 34, 2.601344579974432
10, 63, 222, 63, 1.8352069744186785
8, 7, 102, 7, -10.919103244394213
10, 40, 202, 40, -12.810306873966699
7, 30, 122, 30, 4.726905115533483
3, 71, 302, 71, -4.114971426079012
9, 85, 315, 85, 5.286707688023244
4, 15, 114, 15, -52.73850341388543
4, 17, 115, 17, 6.797426164178746
5, 5, 102, 5, 6.064322342906452
8, 6, 102, 6, 4.658864628631179
3, 42, 207, 42, -3.763380017978674
4, 4, 101, 4, -3.316625977353688
9, 37, 201, 37, -0.9152719324676748
1, 14, 113, 14, 13.442238271285802
5, 28, 122, 28, 5.535069384779769
2, 57, 221, 57, -21.895701224999083
7, 61, 222, 61, -0.3520474241725244
10, 90, 321, 90, 52.419299052456736
8, 17, 115, 17, 3.6787227702605616
8, 28, 122, 28, 3.6647284734812837
4, 84, 315, 84, 2.982182467796725
4, 54, 215, 54, -45.9596657420325
3, 59, 222, 59, 7.147339362318128
3, 46, 213, 46, 22.134549823520246
6, 69, 301, 69, -23.047346534992815
10, 9, 107, 9, 7.663464198223
1, 80, 313, 80, 6.310690339473894
9, 78, 313, 78, 5.666185780170207
3, 60, 222, 60, 4.328579084832289
4, 73, 302, 73, -38.04907562966379
4, 79, 313, 79, 7.170438408353283
1, 23, 118, 23, 21.98759222139926
7, 5, 102, 5, 6.0631287531642375
10, 68, 301, 68, 5.812900564582653
1, 44, 207, 44, 1.898919817979664
10, 34, 201, 34, 2.7363908302238222
9, 22, 116, 22, -56.36779258783246
10, 54, 215, 54, -34.89452532343417
7, 81, 314, 81, 34.854772064807776
4, 27, 122, 27, 0.9078010505394923
7, 54, 215, 54, -40.410950603698005
10, 20, 115, 20, 3.458523873239795
6, 23, 118, 23, 22.0023968770462
6, 68, 301, 68, 5.726948028171185
3, 56, 218, 56, 50.67336958674108
2, 40, 202, 40, -12.951032987756033
