--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, -4.063936812736074
1, 7, 102, 7, -25.917530075534014
10, 91, 322, 91, -1.1530320116589832
5, 59, 222, 59, -1.1962429652840905
10, 24, 121, 24, 38.01722592171425
5, 77, 307, 77, 23.53076800153723
2, 91, 322, 91, -1.3260225037960767
5, 82, 315, 82, 4.588657873602084
6, 83, 315, 83, 3.04721185964955
1, 49, 215, 49, 2.580181906304668
6, 11, 107, 11, -5.358306457461519
7, 16, 115, 16, 2.1531508312420424
3, 27, 122, 27, -4.365957343593065
9, 6, 102, 6, 3.4829166068211364
1, 11, 107, 11, -5.223208168758513
8, 73, 302, 73, -40.661808587339245
10, 97, 323, 97, -5.606848817878668
7, 52, 215, 52, 7.6580757682433385
2, 54, 215, 54, 80.22262719018293
5, 25, 122, 25, 5.5362731950101045
2, 22, 116, 22, -65.14512589311784
1, 29, 122, 29, 2.5505256558739178
2, 58, 222, 58, 4.362866401010061
2, 56, 218, 56, 88.28207089938188
3, 58, 222, 58, 4.3616016035326615
4, 53, 215, 53, 2.862381825738738
6, 90, 321, 90, 28.915115228694813
3, 72, 302, 72, -0.7832438659782985
6, 85, 315, 85, 5.320791214711856
2, 8, 102, 8, 27.64683589604871
6, 28, 122, 28, 0.7020637003665311
3, 25, 122, 25, -0.8623818194017312
4, 91, 322, 91, -1.3497960420118589
9, 71, 302, 71, -0.094659115547325
6, 25, 122, 25, -0.8518937400490743
8, 37, 201, 37, -7.355943482036008
9, 33, 123, 33, 11.529726806034542
4, 23, 118, 23, 62.261123400115714
6, 87, 315, 87, 74.07347448865923
2, 87, 315, 87, 74.06976169608234
5, 4, 101, 4, -24.185873384840797
10, 84, 315, 84, 3.5756113225892263
5, 57, 221, 57, 56.472076278034244
1, 92, 322, 92, 3.0479793139743685
4, 88, 316, 88, 33.12421957805573
5, 66, 223, 66, 49.40738500756958
7, 22, 116, 22, -67.8687332723571
1, 18, 115, 18, 3.2035165383004736
6, 53, 215, 53, 2.889714122918566
6, 88, 316, 88, 35.35263120871071
1, 54, 215, 54, 79.50026963287304
10, 65, 223, 65, 12.586970221530372
4, 22, 116, 22, 31.9007261182888
3, 73, 302, 73, -41.20910760425091
2, 80, 313, 80, 12.64062478924598
7, 3, 101, 3, -34.966419020557225
9, 8, 102, 8, -10.751345935982156
8, 93, 322, 93, 8.042560251826604
3, 95, 322, 95, -1.182336651023551
9, 9, 107, 9, 30.09473592849271
9, 67, 301, 67, 3.0569947289932413
2, 45, 213, 45, 4.277324286759489
10, 78, 313, 78, 12.427904554528197
2, 53, 215, 53, 2.897308683606019
3, 14, 113, 14, -8.363765036489356
4, 90, 321, 90, 28.35707256119112
8, 41, 202, 41, -28.189037076555092
9, 83, 315, 83, 3.078805086363838
7, 40, 202, 40, -32.25299885636964
10, 14, 113, 14, -12.874728704051238
2, 78, 313, 78, 14.971030181147507
8, 62, 222, 62, 5.017567377365487
7, 77, 307, 77, 23.55531103124765
3, 78, 313, 78, 15.096106080314534
7, 69, 301, 69, -22.991904405762615
4, 6, 102, 6, 3.5426792405366627
10, 30, 122, 30, -5.290915449061278
7, 27, 122, 27, -4.397990689503694
2, 34, 201, 34, 1.2119640825809865
8, 80, 313, 80, 26.117669969186355
9, 34, 201, 34, 1.2242781255619348
10, 63, 222, 63, 6.728075971459899
8, 7, 102, 7, -25.885447531767646
10, 40, 202, 40, -32.40010499255642
7, 30, 122, 30, -5.488590152103562
3, 71, 302, 71, -0.09393298073938135
9, 85, 315, 85, 5.334233650974952
4, 15, 114, 15, 16.82878584885629
4, 17, 115, 17, 3.7320658953829247
5, 5, 102, 5, -2.294788700788158
8, 6, 102, 6, 3.4977612792081905
3, 42, 207, 42, -0.22063692526854078
4, 4, 101, 4, -24.09483970948824
9, 37, 201, 37, -7.380791676226371
1, 14, 113, 14, -12.862256282989959
5, 28, 122, 28, 5.9492387725389495
2, 57, 221, 57, 56.45774645209634
7, 61, 222, 61, 4.941560031003225
10, 90, 321, 90, 33.34786339554259
8, 17, 115, 17, 2.934858954461036
8, 28, 122, 28, 0.7094177859683873
4, 84, 315, 84, 3.5350251421601357
4, 54, 215, 54, 78.34040812312784
3, 59, 222, 59, -1.199909001546488
3, 46, 213, 46, -17.137209647493485
6, 69, 301, 69, -22.911491480152307
10, 9, 107, 9, 31.679643527533358
1, 80, 313, 80, 12.663992702722531
9, 78, 313, 78, 14.932131504782904
3, 60, 222, 60, 3.4648833111297503
4, 73, 302, 73, -41.21446575048431
4, 79, 313, 79, 43.71383724918615
1, 23, 118, 23, 158.57412930219454
7, 5, 102, 5, -2.2440907935861474
10, 68, 301, 68, -2.7496568808983417
1, 44, 207, 44, 2.148873632101087
10, 34, 201, 34, 1.7582023516676322
9, 22, 116, 22, -64.60413130856035
10, 54, 215, 54, 81.20297726454748
7, 81, 314, 81, 67.07019074375837
4, 27, 122, 27, -6.761925739717143
7, 54, 215, 54, 81.21824281282257
10, 20, 115, 20, 2.132468425704104
6, 23, 118, 23, 158.5864003164422
6, 68, 301, 68, -3.013257476568145
3, 56, 218, 56, 88.3016716377003
2, 40, 202, 40, -32.46635770402775
1, 50, 215, 50, 4.524925525131584
7, 95, 322, 95, -1.2189357558726035
1, 25, 122, 25, -0.8523387138641995
4, 34, 201, 34, 1.1568795984629203
4, 21, 115, 21, 87.7194059044577
9, 7, 102, 7, -25.89917855466136
3, 80, 313, 80, 12.764218210314484
6, 80, 313, 80, 12.651192985115772
7, 78, 313, 78, 15.835274698764914
7, 58, 222, 58, 4.321089814602929
9, 84, 315, 84, 3.5486320041736676
3, 50, 215, 50, 4.533931982338017
7, 80, 313, 80, 13.493204929788483
5, 65, 223, 65, 14.746206724900762
2, 71, 302, 71, -0.09721259025310017
2, 97, 323, 97, -10.226364370792508
3, 10, 107, 10, -12.110903006986257
5, 58, 222, 58, 4.363464042663024
3, 98, 323, 98, -53.72103128126271
1, 27, 122, 27, -4.355119190515421
5, 90, 321, 90, 29.03132399094363
1, 12, 113, 12, -11.608370425846351
4, 20, 115, 20, 3.382737857361812
1, 62, 222, 62, 5.007785227761355
9, 58, 222, 58, 4.361880122222805
5, 45, 213, 45, 4.080032036925186
7, 1, 101, 1, -0.46780900760835087
1, 30, 122, 30, -5.448814937684756
8, 76, 307, 76, -3.3050145506024733
1, 35, 201, 35, 3.1497335997735023
7, 99, 323, 99, 28.779885703816557
1, 48, 214, 48, 68.17831583342185
8, 90, 321, 90, 29.716886407352934
8, 96, 322, 96, -1.1474554210543038
1, 37, 201, 37, -7.3717962083337
3, 32, 123, 32, -11.432015243180478
