--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, -5.637300218236459
1, 7, 102, 7, -18.54534112143019
10, 91, 322, 91, 4.020243240174022
5, 59, 222, 59, 1.9466682643803526
10, 24, 121, 24, 62.07051077179221
5, 77, 307, 77, -6.2160764074385435
2, 91, 322, 91, 3.606496522137697
5, 82, 315, 82, 4.035148616372402
6, 83, 315, 83, 2.574022932796396
1, 49, 215, 49, 5.301603370886324
6, 11, 107, 11, -22.095889766608366
7, 16, 115, 16, 2.7474391272271084
3, 27, 122, 27, 7.562001668226097
9, 6, 102, 6, -4.035269917280732
1, 11, 107, 11, -21.853731621215264
8, 73, 302, 73, -17.63601674130337
10, 97, 323, 97, -1.2581603877233556
7, 52, 215, 52, 5.013400675833748
2, 54, 215, 54, 83.33335148872274
5, 25, 122, 25, 9.144749464972366
2, 22, 116, 22, -18.74004979227195
1, 29, 122, 29, 3.030343106343482
2, 58, 222, 58, 1.6594912546717406
2, 56, 218, 56, 86.85562892026631
3, 58, 222, 58, 1.654708016617612
4, 53, 215, 53, 3.2637497943645655
6, 90, 321, 90, 103.4764152105432
3, 72, 302, 72, 3.305326209735693
6, 85, 315, 85, 3.8778389284772925
2, 8, 102, 8, 18.716170764372198
6, 28, 122, 28, 5.84524336225014
3, 25, 122, 25, 8.024449123114897
4, 91, 322, 91, 3.561474684877262
9, 71, 302, 71, 0.8714740504869721
6, 25, 122, 25, 8.037138558223932
8, 37, 201, 37, -21.435943128768567
9, 33, 123, 33, 15.615547662757933
4, 23, 118, 23, -19.975916882748464
6, 87, 315, 87, 64.68929908497128
2, 87, 315, 87, 64.70958596070139
5, 4, 101, 4, -28.218664297892346
10, 84, 315, 84, 4.779361183914913
5, 57, 221, 57, 57.39555598453049
1, 92, 322, 92, 5.357446986260821
4, 88, 316, 88, 30.106169409234013
5, 66, 223, 66, 43.340199075525334
7, 22, 116, 22, -20.855729104205952
1, 18, 115, 18, 3.6836355909888585
6, 53, 215, 53, 3.409935288338148
6, 88, 316, 88, 34.137720255689395
1, 54, 215, 54, 83.33335148863436
10, 65, 223, 65, -1.8836355001138223
4, 22, 116, 22, 63.73931619887562
3, 73, 302, 73, -18.675329194954536
2, 80, 313, 80, 9.761417279211374
7, 3, 101, 3, -41.27197882111436
9, 8, 102, 8, -25.36078204087697
8, 93, 322, 93, 6.054416805239992
3, 95, 322, 95, 2.5992830921852654
9, 9, 107, 9, 7.347693721638897
9, 67, 301, 67, -1.2047173781083793
2, 45, 213, 45, -1.125892962569143
10, 78, 313, 78, -6.084150060766586
2, 53, 215, 53, 3.5251024871084238
3, 14, 113, 14, -6.891399492997799
4, 90, 321, 90, 102.50759034064431
8, 41, 202, 41, -31.463032518165235
9, 83, 315, 83, 2.615912996683573
7, 40, 202, 40, -24.343123008924678
10, 14, 113, 14, -7.982623364141098
2, 78, 313, 78, -3.7176387783742357
8, 62, 222, 62, 1.8394785212601255
7, 77, 307, 77, -6.220353303373155
3, 78, 313, 78, -3.5827816591229826
7, 69, 301, 69, -17.284670056416054
4, 6, 102, 6, -3.9923309182257625
10, 30, 122, 30, -0.9692275704158948
7, 27, 122, 27, 7.553091591906495
2, 34, 201, 34, -4.013525988958743
8, 80, 313, 80, 26.077700402670963
9, 34, 201, 34, -4.010680662275763
10, 63, 222, 63, 2.0455273258160003
8, 7, 102, 7, -18.688038114474505
10, 40, 202, 40, -24.331974449045816
7, 30, 122, 30, -1.380983818058782
3, 71, 302, 71, 0.8596122599112419
9, 85, 315, 85, 3.914143350315077
4, 15, 114, 15, -36.46616336686891
4, 17, 115, 17, 6.663439089414034
5, 5, 102, 5, 1.9271620815369186
8, 6, 102, 6, -4.02614282692015
3, 42, 207, 42, -2.051403740850891
4, 4, 101, 4, -28.145722348510862
9, 37, 201, 37, -21.45586102568571
1, 14, 113, 14, -6.99923822138428
5, 28, 122, 28, 7.050251318068419
2, 57, 221, 57, 57.37445432058331
7, 61, 222, 61, 1.9451723452017302
10, 90, 321, 90, 112.68941372839282
8, 17, 115, 17, 3.2381834741753686
8, 28, 122, 28, 5.851714245748968
4, 84, 315, 84, 1.6876759776378134
4, 54, 215, 54, 83.33335148835357
3, 59, 222, 59, 1.9364103103896
3, 46, 213, 46, 19.10249471826454
6, 69, 301, 69, -17.200867492062123
10, 9, 107, 9, 8.42427642722847
1, 80, 313, 80, 9.782728691640871
9, 78, 313, 78, -3.7601069676867027
3, 60, 222, 60, 4.703775348917696
4, 73, 302, 73, -18.68794440782445
4, 79, 313, 79, -22.07650011949956
1, 23, 118, 23, 62.416749152533264
7, 5, 102, 5, 1.9550100354428788
10, 68, 301, 68, 6.242216015902732
1, 44, 207, 44, 9.42911669920522
10, 34, 201, 34, -3.4425172658821985
9, 22, 116, 22, -18.006257662875583
10, 54, 215, 54, 83.33335149145019
7, 81, 314, 81, -2.8394487979463743
4, 27, 122, 27, 6.3636189923389415
7, 54, 215, 54, 83.33335398339518
10, 20, 115, 20, 4.906591289328531
6, 23, 118, 23, 62.41982732534711
6, 68, 301, 68, 5.56898947647245
3, 56, 218, 56, 86.65522652375613
2, 40, 202, 40, -24.437806733928902
1, 50, 215, 50, 1.4689044027252083
7, 95, 322, 95, 2.571963507247368
1, 25, 122, 25, 8.037673589925435
4, 34, 201, 34, -4.0609249746822105
4, 21, 115, 21, 80.29760978639143
9, 7, 102, 7, -18.6968573754028
3, 80, 313, 80, 9.896919919420737
6, 80, 313, 80, 9.774690864764356
7, 78, 313, 78, -3.231452854178725
7, 58, 222, 58, 1.6460074712418875
9, 84, 315, 84, 1.7892130216583166
3, 50, 215, 50, 1.8585799955056335
7, 80, 313, 80, 10.250254307674698
5, 65, 223, 65, 3.8641043672557243
2, 71, 302, 71, 0.8643861080549423
2, 97, 323, 97, -12.334236357532141
3, 10, 107, 10, 23.851756577992663
5, 58, 222, 58, 1.6592207920738105
3, 98, 323, 98, -16.19862323115085
1, 27, 122, 27, 7.5726404388034885
5, 90, 321, 90, 103.65336591493349
1, 12, 113, 12, 8.015861893920349
4, 20, 115, 20, 6.85538796696861
1, 62, 222, 62, 1.8373520623404984
9, 58, 222, 58, 1.6588184366984005
5, 45, 213, 45, -1.293803802647699
7, 1, 101, 1, -0.24532724017072838
1, 30, 122, 30, -1.330363662634224
