--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, 22.440680507039946
1, 7, 102, 7, 7.221018391051011
10, 91, 322, 91, 5.622344884137987
5, 59, 222, 59, 4.469198209372054
10, 24, 121, 24, 160.48619068679855
5, 77, 307, 77, -14.962211862216778
2, 91, 322, 91, 5.545056571529117
5, 82, 315, 82, 2.2717026724739617
6, 83, 315, 83, 4.113469207924274
1, 49, 215, 49, 5.647973521686499
6, 11, 107, 11, 3.2660209736501002
7, 16, 115, 16, 2.705415074245043
3, 27, 122, 27, 1.6987873709915216
9, 6, 102, 6, 6.019583550640914
1, 11, 107, 11, 3.250526218431514
8, 73, 302, 73, -14.65843044788193
10, 97, 323, 97, -12.02552515052735
7, 52, 215, 52, 4.0261025736319676
2, 54, 215, 54, 79.84423140897894
5, 25, 122, 25, 3.6894621980302054
2, 22, 116, 22, -23.769098957551922
1, 29, 122, 29, -2.0879748509896543
2, 58, 222, 58, 8.187796196843937
2, 56, 218, 56, -22.761428409504305
3, 58, 222, 58, 8.20424033225293
4, 53, 215, 53, 4.194733660500989
6, 90, 321, 90, 27.11451851302733
3, 72, 302, 72, -0.6986400373787229
6, 85, 315, 85, 1.2788776308042318
2, 8, 102, 8, 36.600315283825296
6, 28, 122, 28, 5.2876695126441575
3, 25, 122, 25, -0.35669219466140806
4, 91, 322, 91, 5.519416179750428
9, 71, 302, 71, 0.25122144380437544
6, 25, 122, 25, -0.3146012515094299
8, 37, 201, 37, -2.994985137214417
9, 33, 123, 33, -5.260046542483903
4, 23, 118, 23, -99.00789292003378
6, 87, 315, 87, 86.84198982329433
2, 87, 315, 87, 86.80873207092236
5, 4, 101, 4, -4.157361588990266
10, 84, 315, 84, 4.904812175816936
5, 57, 221, 57, 57.38497623688115
1, 92, 322, 92, 4.536530171518185
4, 88, 316, 88, 43.438462838760685
5, 66, 223, 66, 48.68926976017324
7, 22, 116, 22, -25.248725827139097
1, 18, 115, 18, 1.3585896920537035
6, 53, 215, 53, 4.8771440418722785
6, 88, 316, 88, 44.58063687215187
1, 54, 215, 54, 79.84423141255664
10, 65, 223, 65, -39.65315477239228
4, 22, 116, 22, 38.976852465058094
3, 73, 302, 73, -15.046682265409858
2, 80, 313, 80, -15.927729655914957
7, 3, 101, 3, -5.238412756294777
9, 8, 102, 8, -8.215932171836878
8, 93, 322, 93, 2.2682220393566466
3, 95, 322, 95, -0.6718431385328602
9, 9, 107, 9, 24.68746925780051
9, 67, 301, 67, -0.8341824933692837
2, 45, 213, 45, 11.508776326278387
10, 78, 313, 78, 5.194364037532539
