--contingency generator
conID,genID,busID,unitID,q(MW) 
1, '1 ', 8, '1 ', 29.733773066974315
1, '1 ', 1, '1 ', -28.241222358769928
1, '1 ', 3, '1 ', 4.092406880094666
1, '1 ', 2, '1 ', 53.9189314700704
1, '1 ', 6, '1 ', -5.633366881745592
--end of contingency generator
--bus
contingency id,bus id,v(pu),theta(deg) 
0, 4, 0.9246610319318455, 82.53840320724578
1, 11, 0.9373324452051767, 53.94176449394558
0, 7, 0.9610813805161631, 85.16355078857539
1, 10, 0.933517473011186, 51.860686989481735
1, 14, 0.9113433843413938, 51.00014765919817
0, 12, 0.9338696750509659, 86.46576324565042
1, 4, 0.9244208105511679, 50.82962627314609
0, 13, 0.9281795442076045, 86.13524568434984
1, 12, 0.9000024590420537, 53.009629484275166
0, 14, 0.9152618205817715, 83.04226045352685
1, 8, 1.008823644109967, 58.38709085741729
0, 6, 0.9499605355659463, 87.97819223537152
1, 5, 0.9249032872624232, 51.907722842961114
1, 6, 0.9499605356536672, 56.371545471781786
0, 5, 0.9250159417008755, 83.60174902700076
1, 7, 0.9605576791199738, 53.389309516157034
0, 3, 0.9018193028939052, 79.60609418704273
0, 8, 1.008823644061706, 90.15754582056296
1, 1, 0.9298415905613241, 53.49812125835008
1, 13, 0.9203901790361728, 53.83414989957356
1, 9, 0.9419438526043457, 51.40107577642034
0, 11, 0.9378811382960401, 85.63381043783707
0, 9, 0.9429413858324699, 83.21480912815753
1, 3, 0.9017596235708494, 47.91190626729547
1, 2, 0.9375912305392631, 51.77992920754
0, 1, 0.9298415905024279, 85.19487649719305
0, 2, 0.9375912288961555, 83.47774212794641
0, 10, 0.9344219810575455, 83.63794664508082
--end of bus
--Delta
contingency id,Delta(MW) 
1, 0.0033688582018853155 
--end of Delta
--line flow
contingency id,line id,origin bus id,destination bus id,circuit id,p_origin(MW),q_origin(MVar),p_destination(MW),q_destination(MVar) 
1, 'BL', 1, 2, 'BL', 36.4914011453659, -25.750525663084773, -36.06947121407609, 22.435417683864216 
1, 'BL', 2, 5, 'BL', 1.0194632296064015, 4.988097241401306, -0.9913437427638314, -7.902968188821774 
1, 'BL', 4, 9, 'BL', -1.6114009376007237, 2.0750628961068287, 1.6114009376007237, -2.032880635834289 
1, 'BL', 4, 7, 'BL', -19.39000210097556, -6.501395643713295, 19.39000210097556, 7.480343945975164 
1, 'BL', 6, 13, 'BL', 32.59331758293814, 5.67087015140612, -31.791034215392415, -4.090923752461663 
1, 'BL', 7, 8, 'BL', -47.92474357124594, -24.228242260282173, 47.92474357124594, 29.733773066974436 
1, 'BL', 4, 5, 'BL', -34.915024876859434, 10.369266433861412, 35.12226578940272, -9.71556494867832 
0, 'BL', 12, 13, 'BL', 2.45225107733512, -0.044651920848366444, -2.4370127842130387, 0.058438947958819654 
0, 'BL', 1, 5, 'BL', 10.621462026052114, -2.539059027755968, -10.550856450042161, -1.4013150127896665 
0, 'BL', 10, 11, 'BL', -13.946573810001524, 4.551731462210512, 14.148822433077953, -4.078289743328355 
0, 'BL', 13, 14, 'BL', 12.115187926642008, -2.149590161142271, -11.814804528491734, 2.7611822176816077 
0, 'BL', 1, 2, 'BL', 36.466607798095424, -25.743217861683206, -36.045160193602726, 22.42663727599529 
1, 'BL', 5, 6, 'BL', -29.113594873451728, 17.840456408978866, 29.113594873451728, -14.856934274015316 
0, 'BL', 2, 3, 'BL', 31.326456141701186, 8.555609553127056, -30.743171879350967, -9.804477184207599 
0, 'BL', 4, 5, 'BL', -34.3753526492975, 10.468380609361247, 34.57696963412047, -9.832418719406405 
1, 'BL', 9, 14, 'BL', 5.92704296438076, 7.88189780460101, -5.7877151466920935, -7.585528869453043 
0, 'BL', 2, 5, 'BL', 1.0311225890013418, 4.923460100221348, -1.0035300195055754, -7.84030036354892 
1, 'BL', 9, 10, 'BL', -4.203168868696537, 11.008870600828118, 4.2529536514566075, -10.876622435369995 
1, 'BL', 3, 4, 'BL', -25.35173578278227, -1.9038771963913632, 25.882944032095963, 2.1923394773490372 
0, 'BL', 7, 9, 'BL', 28.013062958453002, 16.324095827376368, -28.013062958453002, -15.072107117078758 
0, 'BL', 6, 13, 'BL', 23.85863946055315, 4.118125419018838, -23.428944936811718, -3.271922764328224 
0, 'BL', 2, 4, 'BL', 9.334645013893663, 2.3709185242915396, -9.267168957499933, -5.114107682803819 
1, 'BL', 1, 5, 'BL', 10.613512969790321, -2.490696695678878, -10.543036326470869, -1.4496969212443673 
1, 'BL', 10, 11, 'BL', -14.551672431922242, 4.662585854906126, 14.77151085498599, -4.147968354383806 
0, 'BL', 4, 9, 'BL', -1.9098655201325243, 1.9502237041229193, 1.9098655201325243, -1.9047133753528556 
