--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, 25.7099845647549
1, 7, 102, 7, -10.039330204639812
10, 91, 322, 91, 1.8010940525737187
5, 59, 222, 59, -1.5950682118964996
10, 24, 121, 24, 8.851748707318619
5, 77, 307, 77, 12.299040317315852
2, 91, 322, 91, 1.5958955011246152
5, 82, 315, 82, 1.7666662547716174
6, 83, 315, 83, 2.361460543833871
1, 49, 215, 49, 2.031336195055269
6, 11, 107, 11, -4.910330717009676
7, 16, 115, 16, 3.044107355161475
3, 27, 122, 27, -4.501768055712965
9, 6, 102, 6, 4.078469612853686
1, 11, 107, 11, -4.745080759633181
8, 73, 302, 73, -16.472211219190132
10, 97, 323, 97, 4.890056238330998
7, 52, 215, 52, 4.932963305674865
2, 54, 215, 54, 55.61383908516449
5, 25, 122, 25, 5.143379632495916
2, 22, 116, 22, -49.62181153557664
1, 29, 122, 29, -3.265511805017415
2, 58, 222, 58, 0.16623613167666088
2, 56, 218, 56, 87.17574375797483
3, 58, 222, 58, 0.16208581462821076
4, 53, 215, 53, 0.9589824448069744
6, 90, 321, 90, 55.10383459630939
3, 72, 302, 72, 1.0660103379831698
6, 85, 315, 85, 2.9863336743543036
2, 8, 102, 8, 33.572950502674814
6, 28, 122, 28, -4.159389242420645
3, 25, 122, 25, 2.479601339391942
4, 91, 322, 91, 1.5734869809159282
9, 71, 302, 71, 3.2067714351794203
6, 25, 122, 25, 2.4884547634762253
8, 37, 201, 37, -12.108390803110076
9, 33, 123, 33, -94.73691096058701
4, 23, 118, 23, 53.54360857091022
6, 87, 315, 87, 83.48003857020869
2, 87, 315, 87, 83.49327623449335
5, 4, 101, 4, -2.0531815676503506
10, 84, 315, 84, 6.761202573922316
5, 57, 221, 57, 44.802674444520534
1, 92, 322, 92, 1.191032421352171
4, 88, 316, 88, 43.954021312906335
5, 66, 223, 66, 49.08401898545396
7, 22, 116, 22, -53.311951091006215
1, 18, 115, 18, 3.074870480152157
6, 53, 215, 53, 0.9608914503993532
6, 88, 316, 88, 46.796643383710055
1, 54, 215, 54, 54.89430259847192
10, 65, 223, 65, -45.259236624498314
4, 22, 116, 22, 80.02630116067915
3, 73, 302, 73, -16.993125109565934
2, 80, 313, 80, 29.78075891117946
7, 3, 101, 3, -2.336110121828664
9, 8, 102, 8, -5.743627182685057
8, 93, 322, 93, -0.034730085680839476
3, 95, 322, 95, 6.654257828272461
9, 9, 107, 9, -17.716143515475512
9, 67, 301, 67, -1.7200301940031546
2, 45, 213, 45, -2.231589468876569
10, 78, 313, 78, 36.499866211679205
2, 53, 215, 53, 0.9639904590357825
3, 14, 113, 14, -33.013875916450296
4, 90, 321, 90, 54.32461405771231
