--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, 6.936233493248585
1, 7, 102, 7, -34.45009136910826
10, 91, 322, 91, 3.3286072665894793
5, 59, 222, 59, 7.1737941295710765
10, 24, 121, 24, 55.552411613563756
5, 77, 307, 77, -0.5511711504551962
2, 91, 322, 91, 3.192604022896536
5, 82, 315, 82, 2.2946577851602905
6, 83, 315, 83, 3.4841139496984677
1, 49, 215, 49, 3.8319082682784673
6, 11, 107, 11, 1.7062531027318035
7, 16, 115, 16, 2.3201459991617455
3, 27, 122, 27, -4.011551409088909
9, 6, 102, 6, -0.5531197488546404
1, 11, 107, 11, 1.772652639930371
8, 73, 302, 73, -13.506436490887179
10, 97, 323, 97, -5.790824962501753
7, 52, 215, 52, 0.9115945969570304
2, 54, 215, 54, 70.41425584660779
5, 25, 122, 25, 6.06034768649366
2, 22, 116, 22, 10.381989507458982
1, 29, 122, 29, -1.4870473967605118
2, 58, 222, 58, 0.827458393271692
2, 56, 218, 56, 80.56041624405954
3, 58, 222, 58, 0.8187103342057721
4, 53, 215, 53, 1.2735185533066367
6, 90, 321, 90, 49.38509998435066
3, 72, 302, 72, -0.8353423142487161
6, 85, 315, 85, 3.875892861505395
2, 8, 102, 8, 20.973918156567066
6, 28, 122, 28, -1.7753376912576073
3, 25, 122, 25, 1.7042188076102944
4, 91, 322, 91, 3.1765224584914074
9, 71, 302, 71, -4.277882483894404
6, 25, 122, 25, 1.7327644476819568
8, 37, 201, 37, -12.82804299770941
9, 33, 123, 33, 10.903985570958307
4, 23, 118, 23, 15.436622924227018
6, 87, 315, 87, 80.69605567052355
2, 87, 315, 87, 80.69093196905314
5, 4, 101, 4, -4.113534632940466
10, 84, 315, 84, 6.288958906816457
5, 57, 221, 57, 39.04719527787349
1, 92, 322, 92, 1.223348607029514
4, 88, 316, 88, 71.08654246882823
5, 66, 223, 66, -9.997227333917698
7, 22, 116, 22, 5.959540531030231
1, 18, 115, 18, 1.2023789058506607
6, 53, 215, 53, 1.2837295607912154
6, 88, 316, 88, 73.41503119037935
1, 54, 215, 54, 69.78694708055616
10, 65, 223, 65, 1.7206623537925596
4, 22, 116, 22, 101.90778865212071
3, 73, 302, 73, -14.734170992949437
2, 80, 313, 80, 16.795882461868395
7, 3, 101, 3, -27.390676462929818
9, 8, 102, 8, -16.16553734481816
8, 93, 322, 93, 5.024522663139235
3, 95, 322, 95, 8.230009493842331
9, 9, 107, 9, 21.503461760289113
9, 67, 301, 67, -5.222183751989829
2, 45, 213, 45, 5.374396438667541
10, 78, 313, 78, -6.859278907066259
2, 53, 215, 53, 1.2815805561469895
