--contingency generator
conID,genID,busID,unitID,q(MW) 
2, 76, 307, 76, -2.933994765819456
1, 7, 102, 7, -10.989990656666562
10, 91, 322, 91, -0.4387220320019543
5, 59, 222, 59, 5.37482584995145
10, 24, 121, 24, 103.80446072239299
5, 77, 307, 77, -6.063950443204479
2, 91, 322, 91, -0.5510313376788601
5, 82, 315, 82, 2.019939575738155
6, 83, 315, 83, 5.354633818460481
1, 49, 215, 49, 4.367910502537014
6, 11, 107, 11, 27.46875754368186
7, 16, 115, 16, 3.9890544036401536
3, 27, 122, 27, 1.3737986094901578
9, 6, 102, 6, -1.904118061040999
1, 11, 107, 11, 27.535836988962703
8, 73, 302, 73, -15.552256494371289
10, 97, 323, 97, 7.566282358050942
7, 52, 215, 52, 2.8244581440887875
2, 54, 215, 54, 84.99353864359404
5, 25, 122, 25, 8.114206830604612
2, 22, 116, 22, 1.1040745608251838
1, 29, 122, 29, 4.451056377177934
2, 58, 222, 58, 3.50209663736455
2, 56, 218, 56, 72.5304635324303
3, 58, 222, 58, 3.49644209038249
4, 53, 215, 53, 3.989200870748157
6, 90, 321, 90, 38.36681824886095
3, 72, 302, 72, -1.24494558386196
6, 85, 315, 85, 2.1774850207534553
2, 8, 102, 8, 30.056132850169195
6, 28, 122, 28, -2.516684219043903
3, 25, 122, 25, 6.58557320561653
4, 91, 322, 91, -0.5688247282007292
9, 71, 302, 71, -0.8425585779482827
6, 25, 122, 25, 6.597450293973261
8, 37, 201, 37, -19.564970084225646
9, 33, 123, 33, -33.35685996265268
4, 23, 118, 23, -39.45533106210869
6, 87, 315, 87, 66.60375181020787
2, 87, 315, 87, 66.57875277390238
5, 4, 101, 4, -2.546039159866108
10, 84, 315, 84, 6.6903868835996265
5, 57, 221, 57, 51.01880731229529
1, 92, 322, 92, -0.3213151153222046
4, 88, 316, 88, 76.97267363478767
5, 66, 223, 66, 88.69783855532748
7, 22, 116, 22, -1.8279289959145406
1, 18, 115, 18, 4.593537465953063
6, 53, 215, 53, 3.9962742561305054
6, 88, 316, 88, 79.12322223392431
1, 54, 215, 54, 84.11222123494576
10, 65, 223, 65, -36.91483932851576
4, 22, 116, 22, 89.41999214989761
3, 73, 302, 73, -16.608174014101003
2, 80, 313, 80, 26.30066837603238
7, 3, 101, 3, -12.557471918224497
9, 8, 102, 8, -12.937985288291472
8, 93, 322, 93, 9.839622500184266
3, 95, 322, 95, -2.5213905508100156
9, 9, 107, 9, -14.31234839485274
9, 67, 301, 67, 0.42851477860895787
2, 45, 213, 45, 18.416294821201916
10, 78, 313, 78, 1.4441184112325123
2, 53, 215, 53, 3.994775681392984
3, 14, 113, 14, -10.477207869515958
4, 90, 321, 90, 37.69078814159718
8, 41, 202, 41, -30.011645552608496
9, 83, 315, 83, 5.4488142675571085
7, 40, 202, 40, -18.840338626525813
10, 14, 113, 14, -8.551235878811228
2, 78, 313, 78, 4.066605965500857
8, 62, 222, 62, 0.5730316569497698
7, 77, 307, 77, -6.028428567449301
3, 78, 313, 78, 4.234453713239153
7, 69, 301, 69, 0.2989791319267135
4, 6, 102, 6, -1.8231552717096375
10, 30, 122, 30, 8.16285048587879
7, 27, 122, 27, 1.3571057783056983
2, 34, 201, 34, 0.571135716216827
8, 80, 313, 80, 43.7900589218653
9, 34, 201, 34, 0.5699708849825978
10, 63, 222, 63, 4.850529031110609
8, 7, 102, 7, -17.23902218432415
10, 40, 202, 40, -18.87872629433695
7, 30, 122, 30, 8.031332164030182
3, 71, 302, 71, -0.8398978701734517
9, 85, 315, 85, 2.345461227103948
4, 15, 114, 15, -18.306557909075348
4, 17, 115, 17, 4.42889759743291
5, 5, 102, 5, -1.54173218171172
8, 6, 102, 6, -1.8824018388264414
3, 42, 207, 42, 26.979898525642405
